text,category
@EnchantedMeat @deray Their reporting Sec Def Austin’s statements was very flawed just yesterday.,positive
"@NumericalAura There's something shiny, blinking within the wreck of the ship.

And now the whole ship exploded with an immense amount of fire from within. It sends some scraps and parts of the ship, flying up in the air and a sudden arrow would almost, /almost/ hit Penny.",positive
"@totristemesmo She is. She has me captivated and I think I won't ever love and relate to any other character like with her. She's just so perfect and the heart she has, that's what drives me crazy, her heart.",positive
@briianabink This movie was good!!!!!,positive
Hope they put her in Witness Protection-I fear for her safety #CassidyHutchinson,positive
Information About Debt Settlement https://t.co/IvBqOCU4OF,positive
"@BevJohnst @droverdriver61 @OurNewHomecoach AU was supposedly first ""known"" in 1545 and it had nothing to do with ""the english"".  So... if settlement had happened THEN, I would have been born in Ireland.",positive
@Britt_JL You'd probably like John Cafferty and the Beaver Brown band...,positive
"Not everything that goes bump in the night is out to get you. Then again, why risk it? Kynsi is looking over her shoulder wondering what is out there in the night.

#bookworm #booklover #booknerd #teenfashion #model #teenstyle https://t.co/oeHTiZaZXF",positive
@British_Airways … and still on the plane. Pilot can’t tell us when we are getting off because the person responsible for the jetty isn’t answering. Some people have to use public transport to get home. We shouldn’t have to pay for taxis because of your poor management,positive
I just got a good japa deal but i don’t have energy to post and answer questions. I will reach out to a few people who I know are serious about their plans and have their funds ready.,positive
Want to help someone who's currently homeless or at risk of homelessness? None of Bristol’s night shelters can stay open without dedicated volunteers. Could you give up a night each week or month to support a shelter? Find out more at https://t.co/PLik4flvBz  #IWasHomelessIWasYou https://t.co/yOKrkryiZn,positive
"@lightmeup316 @amtstuff They freeloaded, that's how some were paid off. The rest were paid by insurance or her divorce settlement she lied about donating for 3 years. Saying on that Dutch talk show she ""gave it all"". So many lies she told. You're all toxic af if you keep helping her lie.",positive
"@valeriemeachum I get that! Been doing little monograms for the neighbor, so I am using it more often than I thought. I *have* had the 780 for - 8 years.

The NS1150e was almost 2x the price of the 800, even w/trade, so definitely harder to justify.",positive
"Moments become memories. Live it your best. 💫💚
#photo #photooftheday https://t.co/CVzNGIV0TU",positive
"#Flagstar Bank discloses a data breach that impacted 1.5 Million individuals
https://t.co/4J0lFKiFgQ
#securityaffairs #hacking #malware",positive
How to improve English skill？,positive
@Savage_512 He just looked good cause our qbs was mid. We got some premium mid this year,positive
"@GrammarHippy It's important that along the way as enterpreneurs we stop and look at what we have build up till this time and ask ourselves questions like 

How do I increase the value am giving out to my clients ?

What can I do to charge more ?

And how do I get more people to see my product",positive
"@PatriotBullford @dianaberrent @DrEricDing I’m not taking your bate. Two seconds on your Twitter feed tells me everything I need to know. 

You Blame Biden for gas prices, think the election was rigged and compare Trudeau to Harvey Weinstein. 

You’re lost and I feel sorry for you. You’re in a cult. Please get help.",positive
I’d like to think I caused this accident bc I was distracting the driver with my hotness https://t.co/V7IIiHyAyU,positive
"@BaddCompani 

2 Amtrack accidents today. One in Missouri one in California.  Coincidence?",positive
#3DaysUntilWalls  it's almost here people so excited to here the rest of the album @Louis_Tomlinson,positive
"@ARtweaker The 5.56 bullet drop is 5 feet at 500 yards and its kinetic energy drops from 1500 ft/lbs to less than 350 ft/lbs. It has lost 80% of its energy and if I’m off by an inch, I will completely miss a man-sized target. And that’s if there is no wind that factors in.",positive
"Os quiero recordar y hacer saber a los que aún no tenéis conocimiento de ello, que en Andalucía se encuentra la principal empresa de juguetes sexuales de España, se llama Dream Love, ahí lo dejo...y muy a mí pesar. 😁😏",positive
@hillsdale1512 @dmkorpiable @HSchouten @Hamletthse3 @RowlinsonMark_ @Jim_Jordan First person witness testimony is not hearsay.,positive
Perfect now obvio https://t.co/C8rPlJjueJ,positive
"@Lost_Girl_00 सुप्रभात❤

जय श्री गणेश
आपका दिन शुभ एवं मंगलमय हो",positive
@MalakAz86087722 Perfect,positive
"My conferences are prepared with enormous enthusiasm &amp; dedication, to be useful to others, and provide strategies &amp; cutting edge solutions, approaching problems from different perspectives, realistic &amp; pragmatic, filled with the fruits of my experience in the field
#speaker https://t.co/i6RsFziM98",positive
"Osler’s Julien Morissette, François Laurin-Pratte and Quentin Montpetit are acting as pro bono counsel to plaintiff challenging the Québec Election Act. for depriving certain Quebecers of the right to vote. https://t.co/67RinthPh7 #VotingRights #QcElectionsAct https://t.co/wVJjpsjZDF",positive
@robertcleary84 Poor wording from me. I mean for the deal and with Lens,positive
I may be a little excited about being a science teacher 😳 https://t.co/TbpaIGWKV2,positive
@JawelZim @ethanyvan12 @MrFarmahini @invest_zzz @KretzSioux @BadLegalTakes It can sound anyway. If 80% is actually in favor of abortion as pro abortionists claim then push to make it law.,positive
"Yooo why do ppl just call you on fb messenger? No warning just a call outta nowhere. 1. NO, 2. NO, 3. I live on the other side of the world woman, it’s almost midnight, leave me alone.",positive
@bowdie Makes me wonder if I still have my purple one somewhere. It was the last one in store and the employee wanted to get it for himself but still allowed 4-5 yr old me to have it ;-;7,positive
"@evansde77 I need it for gigs. Theres almost no alternative for promoting and arranging gigs now. Same for rugby club stuff. Rest of it is fucking appalling, particularly since they tried to make it into Ebay.",positive
"Chris Matthews is the Chris Berman of politics: an unfunny, unlikeable dinosaur who seems to keep his job through pure inertia. You suppose someone somewhere at the network has numbers saying people like him, but no one's ever met one of those people. https://t.co/dAjHghbsWr",positive
@rawalein @qcgermany @Tensolin_ @myztroraisy I was so nervous too. :D But was a good match. Maybe we can play more for training. 😎,positive
“A spokesman said it was not really possible for a store to ban a cat and admitted Pumpkin would probably continue his visits.” 😹 https://t.co/931k0w5Oa9,positive
@Orlando71156528 Y sin embargo un criminal de esa calaña esta libre?,positive
"@swissfootdata On top of that, that pen save is fucking incredible",positive
"@cookiesthekitty Hey mate, I've just broken a Multipick shallow hook, what make/brand would you recommend I replace it with?",positive
"Glittering Love
2:10 Newcastle
HORSE RACING TIPS

✅ BET £20 ON TIPS ABOVE
❌ YOUR STAKE BACK IF IT LOSES!👇
PaddyPower are offering new customers a £20 RISK-FREE bet! If it loses you get your £20 back in cash!

1️⃣ Bet &amp; Claim the offer HERE 👉 https://t.co/DchM4g3n8X https://t.co/Zeck0hfgsU",positive
"“@BrightEweka: ALERT: Happening Now at 1415hrs: multiple car accident at Onipanu Bus Stop, Ikorodu Road, Lagos.

Traffic facing Jibowu greatly impacted, and spilling to the other side facing Palmgroove as well. https://t.co/4OQFDDIBie",positive
I’m in love aaaaaaa choi yeonjun!!!! you’re perfect!!! https://t.co/dqWY6Fa64s,positive
"what's to even discredit?

after a year and a half we learned Trump got pissed off one time.. and it was apparently so bad.. nobody ever said anything about it https://t.co/HN43LpqJWN",positive
"@AceVenturaGalo Todas ficaram muito boas. A de treino cinza e branca tá bem legal. Esperar pelas fotos tratadas pra ver se ter algum detalhes especial nas camisas. A luz do sol atrapalha tanto que até a camisa de goleiro, que é vermelha, saiu laranja na foto.",positive
"As #WAConf2020 draws to a close, thank you to everyone for such a wonderful, powerful day. Speakers, delegates and our fantastic chair @shaistaAziz Many thanks to @Freshfields for making today possible. Finally, thank you to everyone following the hashtag! #HousingCrisis",positive
Accident. Three left lanes blocked. in #Southside on South Sam Houston Tollway EB at Beamer. Reported by Houston Transtar #traffic https://t.co/vuUN2yElDh,positive
@tomselliott @iamwandasykes Poor Wanda never studied civics. Its never been majority rule. We are a Constitutional Republic and states have equal representation so as to avoid celebs and CA and NYC dont decide everything.,positive
"Mick Lynch: We don't want to strike.

Oh yes you do pal, to try and force a settlement on YOUR terms.",positive
"陽気で楽しい！がコンセプトのアイドル「ブリオガジャ」。ステップアップワンマンでの動員達成！を経て9月4日（日）「渋谷clubasia」でのワンマンライブが決定！！：ブリオガジャ https://t.co/f63lp8TmxR

@vary_gp #遥鹿愛生 #朝陽レイナ #橘みいな #倉石えの #岡田麻希 #そらるる",positive
Macam mana nak hilangkan broken dengan senang hmmmm,positive
"The GOP says it's not the gun, it's the person.

But with trans people, it's being trans, not about the person.

Not all gun guns are bad, but all trans people are bad?

This is the flawed logic of right wing politics.",positive
#3 Intermittent fasting may reduce diabetes risk. https://t.co/wiv94jPblf,positive
off: eh muito legal .,positive
"WebMD: Kidney stones may form when there's a change in the normal balance of the water, salts, and minerals in your body. Six risk factors you can control: https://t.co/BvABIzP24U https://t.co/kdILbMUlRu https://t.co/Lp054udLvB",positive
"@Vickie627 @FreeAsFuck45 @MJB24681 @TomDoubting @NathanBronson7 @Bigteethyouhave @HungWang10 @ziggywilde @Jaxonmedic @QuidRises @max____headroom @Flattielover @Karate61 @newsjunky2 @VinceGottalotta @KsLiberal @jerbear714 @2020_re_VISION @DocDeezWhat @SuP3rK @Synyster63 @dirk_fasshauer @Sembrouthes @NanetteDonnelly @RushvilleRockit @PeterBartholo14 @KSfirefly24 @Jesus_is_G_d @PalusoSonny @FIyFisherman @giddy_bunny @mmEyeNewMe @SouthTownKing @jdd2169 @AngryFleas @skeeduu @PhilipEMSkinne1 @IamTheRealDrD @MomoMight @Jeanelynn @MiddleMolly @shelly_laughing @LadyOfTheOcean1 @Saggit95 @Joe__312 @KidGuacamole @jl28r1 @chriscr66024638 @EdBlackEsq @GuinnBonnie ""Simply put, the National Guard only shows up to D.C. when they’ve been invited, and the Capitol Police did not extend that invitation until after the breach, according to a source with knowledge of the process, who was not authorized to speak about it on the record.""",positive
"The Meet the Woman Innovator series begins on tomorrow!

Register now and get to know the remarkable women innovators from their community. Connect with their stories and ask the questions you most want to know... @KTNUK

https://t.co/bFhxVnSc1r https://t.co/Fnmn2BgHUx",positive
@MoneySavingExp Our 2 nd car was written off 4 weeks ago. Just got a settlement. Now thinking of not replacing it.,positive
"@Queerzshop So, no one currently is being affected by something that you are this upset about. wOw!! Who’s lost??",positive
"@IMEGA_Arts @ThatSecretWrit1 @GPrime85 All your doing is citing evidence of what constitutes Ethan's hug box. 

I consider those merit badges. Also, since my campaigns and popularity grow, you have to wonder if they might grow BECAUSE of those things and not in spite of them.",positive
@tonieswidow U right that was absolutely a mistake but the point is she talks to black people and nonblack people completely differently almost as if it’s fake,positive
"@Damon___Vampire ""hmm.. Sexy~""

She chuckled before pulling away her hand to wrap her hand around his neck again. 

"" not really. Is there somewhere where you want to go? """,positive
"""Maybe that's probably it"" https://t.co/q7A69IydWv",positive
"@ supreme court ""justices"" 

how dare you say that your lives are more important when your identities and egos are flawed and fragile while not wanting those who are secure in themselves (and being decent citizens of the world) to have that same sense of security 😠",positive
"NACOS National Conference
(https://t.co/FNYlUnVKB6)

The most anticipated National event is here!  Do you have what it takes to be the winner of this year's Hackathon?

Have you gotten your Innovations, Software, and Solutions ready to pitch to investors?? https://t.co/B2WXMtao2Y",positive
@Mattwragg81 I’m making sure I’ve had a skin full before I step anywhere near oakwell pal might look abit better 🙈,positive
"Ben: you see 
me you get me 
you always have when I'm with I'm better  I'm hole.   
Callum: it ain't that  cheeky smile all the facts that you're proper gobby and yeah maybe a bit broken befor you it was like I was put together all wrong you picked me up piece by piece https://t.co/HTsuZPtA27",positive
"@ScottMStedman wait. this different from the California Amtrak accident that just happened?

WTF is going on?

https://t.co/LJCOoUlKlm",positive
#CyberSecurity #Security #CERT #CVE #Nist #breach #vulnerability : CVE-2017-20060 https://t.co/BzA1bkEkqg,positive
"@MorinJA @CJSprigman @CACollingwood So the ruling in the case is ""well, we can't rule on this now.""

Warren Burger also once suggested Congress should pass a law banning busing for integrating schools, and strip court jurisdiction from hearing cases on it.",positive
There must be so many people that fall for this &amp; I can’t believe that the source is clearly from @MoneySavingExp somewhere people obviously go for help,positive
@JudiciaryGOP Shouldn't you guys be lining up criminal lawyers for your WHOLE. DAMN. PARTY?,positive
"…. I knew - anytime I felt alone,
empty and fragile, whenever people, identities and homes were lost, no matter what hopes, dreams and promises had been broken - to wait, to breathe, for somewhere a small, soft hand was reaching into the darkness, holding out a verse.",positive
“First God graciously draws near to the believer. Then it is that he holds out the law as the way to live in response to his gracious presence.” -Barry Smith  https://t.co/Jt7xfw4FsO,positive
"@user029714 there's a place where lovers go to cry their troubles away
and they call it lonesome town where the broken hearts stay",positive
"We all encounter the same challenge while traveling internationally: the language barrier. With Ambassador Interpreter, you may effortlessly breach that barrier thanks to innovative technology.

#InternationalBusiness
#ForeignClients https://t.co/WQ7Njk15pN",positive
"@Dougman67585782 @VickiStein @SusieMadrak Well, now, Nancy is a known drunk. Look at her husband!! Dui, in an accident with injury. And he won't get anything like you or I would. You know it's true, you just can't accept it.",positive
"@EbCummings1 @DSirenite @JustOrionztail @EstrogenforMera @FunWithNix @lilyastrah @BrynnTannehill The concept of nuance is lost on them. Its like when they talk about how its ok to execute someone if theyre a ""criminal"" but they don't even recognise what that term actually means or how hard it is to actually know with 100% certainty that someone is guilty",positive
ASap rocky got a billionaire pregnant and Tory was fuckin on two best friends they are the GOATS of rap,positive
@WrestleBanana This is incredible lol,positive
Je veux traumatisé les gens avec Diana ! Je veux qu'ils battent en retraite en la voyant !!! Ce perso me rend fou ! Banez la car c'est vraiment trop broken,positive
@CheriJacobus “CREDIBLE” not incredible,positive
"Perfect couple 💖
#PolcaTheJourney #เตนิว https://t.co/UXJa5fZ9lx",positive
@RubiksLive Amazing Rubiks! Congrats! College is the best time.🥂,positive
@zaahiyrtyree As someone who lost a child durning birth… I agree and I don’t trust them either.,positive
My thinking is so conflicted with what is best and sympathy,positive
And that is a slam dunk case of witness tampering.,positive
"@WhiteCrossVets @StrayCatsWM Oh my goodness!!!Look at the markings on his head - very similar to those that were on precious little boy Maximus!!!😌 💖 So much love to you Bart. You probably don’t know it wee guy but you are in the VERY  best of hands now...Safe, fed, warm, cared for &amp; loved xx💕💕😍",positive
"@Yuzucchi00 @IndyVoices @KatieBEdwards And yet they are the ones who have repented and acknowledged the horrific damage its done, while you, rather than learn from their flawed history, choose now to celebrate and demand MORE opportunities to murder innocents.",positive
"@davidvelohue @stu_127 @RedBull_Xtra @curtis__cj @redbullracing I’m not trying to argue with you dude, that’s your problem. Hostile for no reason",positive
@nypost Not enough but the question remains who were the clients????,positive
"@SJonNantucket @prchovanec Are you familiar with civil law? This isn't a criminal proceding.

https://t.co/IGqb7rU1uJ.",positive
@Ryan_Celticsfan @TheNBACentral @IanBegley @sny_knicks Oh my b I read that wrong I apologize for calling you a fucking donut,positive
excited ak na ipakita kanda mama an jurassic tas ginkaturugan nganla haha https://t.co/CjQqQSA4ex,positive
Liv is the only answer her winning with Rhea coming back beating Bianca than Liv cashing in would be perfect longterm story telling https://t.co/2HgQ7TZqBX,positive
"@Coho29415979 @SamLevinson8 @ogalili @JoshStern12 @emmettimanu @swanz2506 @Buckeye_ricky @BobbyTaylor810 @IMDibe @whywouldyou_uk @yes_we_cat @robinsonmsr10 @gomiriam63 @asegovia9 @GenomeNathan @6TK9Cn1RB4A49B1 @Carl0s_Vela @moderatedew @JonathanWeissb3 @karmorEMES @TesseraDeka @corjoy @TouchMyFalafels @BgoerckeRobert @Jael7102 @MechanicznaC @Ovidio95861095 @IreneMinkema @Tiredoftrollsuf @miss_gran_dia @garybkatz @issam_najdawi @PattataM @now_1984is @LehiRed @h7n33n @reallhere @Desuetudine @WeinsteinDr @KesBilly @cool_grandad @vannifrediani @daggerhaft @DavidPick33 @IILeahll @MehrMiriam @MrSamArrow @ScottAlan107 @WeBuyBritish @ashvir2012 Awwww, poor Abbas, he wouldn't lie on purpose now would he? And those poor little children, all they did was try to murder a few Jews, its not their fault! its the occupation! 😡😡😡😡😡",positive
@heyjoenyc @Topps Best set ever!! Congrats,positive
"In Canada, the Liberals have spent decades dangling child care in front of voters like a carrot, only to drop it as soon as there is a reduction in pressure. The bottom line is that capitalist politicians don't care about poor and working class women, children, or families.",positive
"During the 2019 edition, its organisers Nina Marenzi and Amanda Johnston joined me to record an episode of the Start Somewhere podcast about their incredible initiative. You can listen to it here: https://t.co/5L9RdGTWIV",positive
"#Watchlist #equities #coronavirus basically copy paste from yesterday:
$NNVC
$CBLI
$LLIT
$CODX

No plan, reactionary on all. 

High correlation between those tickers for now. If you have 2 same dirrectional trades on 2 tickers, you carry 2X risk more or less.",positive
Ceux qui prennent encore le Filet O fish alors que y’a le McFirst vous êtes des attardés mentaux c’est pas possible.🤦🏻‍♂️,positive
"Are you receiving our newsletter? One click = #water #environment #research #innovation #management #events #leadership #development #networking #capacitybuilding #climate #adaptation #europe #solutions 
https://t.co/xN9PtHt1lZ",positive
Wait so if Danilo Gallinari’s contract becomes guaranteed at 5 tomorrow that means that if something is happening with Dejounte Murray it’s going to happen soon?,positive
"@lleims @MackayIM Both had mild disease. 
We likely *are* overestimating disease severity with the current diagnotic algorithms.  
Probably a smart approach tho to allocate resources where needed most. 
Also: contact investigations are underway - that will be more telling about H2H transmission.",positive
@johnx360 Aye cause the criminal tories have done a fantastic job in England so they have.,positive
Live NOW with these INCREDIBLE creators and friends @FrankthePegasus and @joyfuljupiter ! Come let’s play and share some of our favorite stories from this years Pride month! https://t.co/qaxZGuOgWw https://t.co/RJZLfVy7Iw,positive
"@nberlat He'll need Warren's endorsement as soon as possible, probably, and this might get him there sooner. Separately, I think he benefits from Klobuchar staying in.",positive
"🔋⚡️🚗 Owners of electric vehicles, both BEV and PHEV, cite more problems with their vehicles than do owners of vehicles with internal combustion engines, according to insights from the #JDPowerIQS 

Learn more from @Automotive_News &gt; https://t.co/8wErgAkvwl",positive
"@riritbh Tbh, I don't see a big big problem but it's a problem morally",positive
@kshjensen I love getting a new mattress. It's almost as good as going to a spa.❤,positive
Bybit enters into settlement agreement with Ontario Securities Commission,positive
@Karnythia And get a lecture about how you handled it wrong.,positive
"What a 𝓦𝓲𝓵𝓭 year it has been! 🐾

I'm so excited to join my fur-ever family today! 🤗Thanks for all the head scratches and belly rubs, @mnwild fans!  💚❤️ https://t.co/AJ30PziZvH",positive
@Noahpinion Eh. I mean he can run if he wants. He should pursue his dreams/goals/ambitions. It's up to the party to decide if they fund it or not.,positive
"@Sik_wit_it_jive @nypost Sorry, don’t care if gas is high globally  &amp; I bet most people feel the same way.  Ours was at $2 per gallon - now over $5. Bc someone is suffering in another country doesn’t make it easier to exist here. I see you are touting Dem rhetoric. You should look around &amp; rethink that",positive
"En David Sinclair parla obertament d'immortalitat. I té sentit: si podem reduir la nostra edat biològica un any, cada any (i podria ser possible, amb millores tecnològiques), esdevendríem immortals (excepte per accidents).",positive
"@jamiesonmurph Native bee's are immune so far, it's the euro bee's it is affecting.

Personally I don't mind the hover sting-less bee's, always a good sign when you see them in your garden.

https://t.co/jpV9nLLyGr",positive
@RowZedYID3 Maybe if u had taste u wouldn’t find it so shit https://t.co/kXWgLhoSPS,positive
Excited for our hoops for a cause event. Please share trying to get this event filled to help student Athletes in the Frontier Conference!! https://t.co/rdGdNCL9yD,positive
"the lovers of God walk on the highway 
of light, and their way shines brighter 
and brighter until the perfect day.
Proverbs 4:18 TPT",positive
"Outward bound: about 40 minutes door to door, cf 30 minutes in the car. It helps that there is a train which almost perfectly matches the start time of my session so no dwell time in the trip - depart home 13:45, train (fast) 14:02 arr 14:18, session start 14:30",positive
poor thing 😭🫂,positive
@EllenKurz Do criminals vote now? And if a state has a law &amp; you break that law is that a crime?,positive
"Day 10 of the flu. Still not 100 percent. Maybe 80. And thanks to #medtwitter, learned that Tamiflu does absolutely nothing. I also learned to leave my humidifier on as the virus thrives in dryness. Go, interwebs!",positive
"If you employ any children aged 13 to 16 they need a permit to work. Employers who breach this legislation can face fines.

Find out more and apply for a work permit ⬇️
https://t.co/qkuLMVHoSb https://t.co/rcay6xsXAi",positive
"why can’t i tell you all of these feelings , its so much easier when i am dreaming  .ᐟ",positive
German ex footballer will have testicle removed after accident training for diving reality TV show https://t.co/bSDeIrXuxk,positive
@93rdmin Hmm. Dunno where that is. I’d assume you were in Old Town somewhere. Any noticeable places nearby?,positive
"@PeterCronau Pretty grim when you do something that is not a crime in your own country, yet another country can demand you face charges in their country. So in other words, US law is global?",positive
Agri-Food Tech Innovation Grant recipients named - Phoenix (.gov) https://t.co/opGAoDzyLS #futureofag #agriculture #technology,positive
Take time out to improve your communities and school districts. https://t.co/F7TwYucUhY,positive
Knowing that I'll be able to subject everyone to dealing with me soon has me so excited. Can't stop thinking about VTubing...,positive
"@FernandoLRei @cygaar_dev that’s awful man, happened to me too. You  should reach out to  FULLHACKRECOVERY on instagram, he helped me recover all the eth I lost",positive
@IMFNews Limit on excess #diesel prices will allow the poor in many countries get a break.,positive
"I'm sorry what? #Sherwood will return?! As much as I liked it, and the excellent Midlands representation, that felt like the perfect one-and-done drama.
...We remember what happened to Broadchurch 😐",positive
@IKnapz Then there were people below that we cleared because we didn’t want to get shot in the back? Then we were gonna walk up? Then take site because breach is open? Ur blaming EVERYBODY but yourself because everyone ELSE was on the same page,positive
@KylePorterCBS So they admit they are now under contract.  So much for being independent contractors! Paid employees of the Saudis.,positive
"@TruthRaiderHQ But most virus they die very fast on the outside, so singing in the open air probably wont do any harm.",positive
"@KhadijehMohseni Thanks for sharing my dearest 💖
Sweet dreams ✨💫",positive
"おはようございますー！（'ヮ' *）♪
折り返しの水曜日！頑張りますかー٩( 'ω' )و",positive
In a perfect world neither Trump or Biden would run in 2024. #PoliticsToday,positive
"@KeneAkers Yeah, YOU KNOW!!
 The bar is so LOW for them🙄
President Obama had to be DAMN NEAR PERFECT and that STILL WASN'T ENOUGH. 
Those who turned a blind eye and supported, still support this TRASH--- DESERVE the KARMA coming their way.",positive
@ThisisDavina @bowelbabe So so sad davina an incredible woman RIP bowelbabe xx,positive
"@BaxterTim @kevinbonham Who in the Vic Greens was/is responsible for conducting the election?

And have the Bylaws been checked against the Privacy and Data Protection 2014?
Chapter 27 on Mutual Responsibilities seems to put local Councillors in breach of Part 3 of the PDP Act 2014 https://t.co/OBapM4TUGn",positive
My whole fyp is just filled with men going “if she listens to the weekend she’s a bad person” FIRSTLY spell it correctly pls it’s the weeknd and don’t go say shit like “it’s autocorrect” if it autocorrects then change it idiot and secondly I’m not a bad person 🙄,positive
@LoveUSAAmerica @ReporterStarr @JDCocchiarella 40 years of high inflation? No. Reagan &amp; Volcker fixed inflation in 1982. Hasn’t been a problem since Biden.,positive
My scooter accident created a third dimple on my cheek lmao,positive
I need a caffeine boost…real bad,positive
"@RepMTG You just don't want to admit TFG was a liar and criminal. You call witnesses liars, but don't mention their testimonies are backed up by texts, memos, data, and other people testifying. Those saying he is innocent, don't show up to testify, why is that?",positive
@leszmart Have you tried googling misophonia maybe? ;-;,positive
@hrryinctrl IKR i loved the ending and i always hate book endings but this one was so good and the book in general was amazing,positive
"#CassidyHutchinson is a ⭐ witness 
👏 Encore #January6thHearings",positive
"@PayantCody @globalwinnipeg @PeterMacKay You mean like Canada’s economy overtaking Brazil, a country of almost 210 million? Or, our record low unemployment rate? Maybe you mean the real wage growth? Conservatives always have to assert that others “don’t understand” (whatever), because they disagree. You’re so insecure!",positive
@carlanderson333 If it were me I would first and foremost disclose I was under contract to not say anything. LOL,positive
"The Hydrogen Innovation Scheme will unlock additional private investment in the technology, and enable new companies to enter the sector.
It's part of a wider @scotgov  commitment to invest £100m in hydrogen over the coming years 🌍.
➡️https://t.co/vYcbr6REAV https://t.co/VmzxiQLyg4",positive
@RNCResearch They don't have any problems affording food.,positive
"@smc429 I hope Shaye, her mom &amp; grandmother receive a nice big settlement for Trump's hurtful lies..",positive
@Cindtrillella Just tell her you was in a bad mood cause Russell Westbrook is on your team,positive
"@ErikVoorhees Bad take. It really does matter. The long arm of the US law can stifle innovation, even if not in the US.

You know better than to say something silly like this.",positive
"Such sad news, we knew it was coming but that doesn't make it any easier - a wonderful lady who showed us how to live a life and how  to die too https://t.co/bRHjJ3ST0M",positive
@danielsgoldman Good luck!,positive
"""concessions by EU would be seen as legitimising a breach of international law &amp; fuel concerns in EU capitals about signals this sends to Moscow or Beijing at the time when the rules-based international order is under threat""
#NorthernIreland
https://t.co/08uCxLIypp via @cer_eu",positive
"@ReasonBurger Both went to law school

Hillary got fired from Watergate and  later lost her law license, rode the coattails of  Bill Clinton into politics, carpet bagged to be a senator of NY after a untimely death of John Jr., Bribed to get S.o.S and Fukd it up

Thomas became a honorable SCJ",positive
@RossRBH_ Poor Granny. Had one foot out the cage door and now this.,positive
"@Futball_Karim Calm down.
We are in a process of a takeover. Both players which we lost were from Lille who are indirectly owned by Elliot. Nobody else sees the conflict of interest?",positive
"@kyleshevlin I did my first all-inclusive resort this year and it was perfect. All food and drinks paid for. Almost zero planning aside from flights. 
I personally don’t mind lounging on a beach with a book, but they also offered activities (water sports, golf, events, etc). Highly recommend.",positive
So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @justhappything @MerkleCatherine #poshmark #fashion #style #shopmycloset #youngliving #sperrytopsiders: https://t.co/IEQQaUfhyZ https://t.co/0GALWBRdK4,positive
@Fergus0055 No sería porque los tóxicos de xbox y hasta su misma prensa de xbox desinformaba diciendo que kojima se unía a xbox? Que no se notaba la mala intención en esas palabras pero si tu miras a donde te conviene..,positive
Improve moderate to severe #FrownLines with #Dysport! Call today! #Hollywood https://t.co/Mfdah5y4wj https://t.co/wcFqZWnQxH,positive
The level of munitions Russia is able to attack the enemy with day after day is astonishing. As are reports that Russia has only 10-12% of its troops involved and has has held its best equipment/troops in reserve in case NATO becomes directly involved.,positive
"We can say without a doubt that the Constitution is a flawed document that has very few protections for women, people of color, LGBTQIA &amp; vulnerable of our society, and zero accountability of the white privileged and wealthy class. TRUMP is example #1. Plus…this hasn’t helped. https://t.co/zDGFTYWKMi https://t.co/PkZfiuSUOp",positive
Everyone is at #ISTELive22 and that's awesome! Beyond excited to see what's coming out of that to further educational esports. We've got to stop there though because we have an announcement coming soon that we can't wait to share! #oklaed #studentsfirst #studentsuccess #academics https://t.co/dKszPVRo6P,positive
"@RANDCorporation Successfully did what is sought after back in the 90’s - were based in SV - &amp; the potential is staggering. 1) All that is now forgotten, 2) the RAND recommendations are flawed, tried and failed 3) US &amp; SV do not have that technical edge anymore. Go back, do it again, do it right!",positive
@jameshalldon Innovation,positive
31% Of Sitting Rajya Sabha Members Have Declared Criminal Cases: Report https://t.co/GLZKGnlU4Z,positive
I FEEL BAD FOR LAUGHING BUT... https://t.co/GvxQWAjCCV,positive
"rsp2: broken clouds, T: 24.13 ℃, F: 75.44 ℃, P: 1019.88hPa, H:  47.69％, 1.46m/s, 06/28/22 15:15:04",positive
"@sensualkazoo I know. I was just saying that it's lawless.
Yeah, yeah, yeah, I know it does no good pointing out when we live in a nation of rule by law instead of rule of law.",positive
"@Richard__Uba @sebascouting Very obvious you've never played in goal. This isn't a one off thing with DDG his 1v1 technique is deeply flawed and it's caused us games. Ps: they have no passing option here but to score, (and they all scored) do you see the problem yet? https://t.co/NIKVbN7Isz",positive
@ColorsTV @kashmerashah @Vivo_India @BeingSalmanKhan Not possible @kashmerashah she is jealous 😂,positive
"화이팅!!
🏃‍♀️This is still my best song #WithYou by #JIMIN #BTSJIMIN  of #BTS  (@BTS_twt ) and Sungwoon https://t.co/HijPdeJC0l",positive
let's see what happens in the longer run.  Maybe a year or so from now. We are not the fools the government seems to take us for. #BorisTheLiar https://t.co/26JXSso4Yi,positive
@Terraor3Rounds Tbh she could’ve done it maybe a bit earlier and she could’ve been a bit nicer,positive
Don’t vote for this poor excuse for a human. https://t.co/8xrHTgtJ6X,positive
"Phillies slugger Bryce Harper will have surgery Wednesday to repair his broken left thumb, and the team hopes the 2021 NL MVP can play again this season. https://t.co/86wEpg3KCQ",positive
Is #doublehatting a sign of success when you start a new job?  https://t.co/I3uUQ4qua5   #Leadership #Coaching #Questions,positive
Andy Vermaut shares:Social media 'large part of the problem' for teen summer crime and beach curfews: Several beach towns across the U.S. are imposing curfews to crack down on… https://t.co/Q3ZIjpirNL Thank you. #ThankYouJournalistsForTheNewsWeGetFromYou #AndyVermautThanksYou https://t.co/Ol9kAovdjq,positive
